corpus;text
878;EFFECTS OF THE INGESTION OF VITAMIN E WITH VITAMIN A ON THE SERUM LEVELS OF THESE VITAMINS AND THE URINARY CREATINE TO CREATININE RATIOS OF CHILDREN WITH CYSTIC FIBROSIS DISEASE OF THE PANCREAS CF WAS STUDIED AFTER THE DAILY INGESTION FOR TWO MONTHS OF A SPECIALLY PREPARED CAPSULE CONTAINING IU VITAMIN A PALMITATE AND MG D ALPHA TOCOPHEROL ACETATE IN AQUEOUS DISPERSIBLE FORM THERE WAS A SIGNIFICANT INCREASE IN VITAMIN A AS WELL AS VITAMIN E LEVELS OF SERUM TAKEN HR POSTPRANDIALLY CREATINE TO CREATININE RATIOS IN SINGLE VOIDING OF URINE DECREASED
879;THE PURPOSE OF THIS COMMUNICATION IS TO REVIEW OUR EXPERIENCES WITH CHILDREN WITH CYSTIC FIBROSIS SEEN FROM JANUARY TO JANUARY AND TO ANALYSE THE FACTORS WHICH HAVE CONTRIBUTED TO THE IMPROVED PROGNOSIS WHICH HAS OCCURRED IN THIS PERIOD THE NUMBERS OF NEW PATIENTS HAVE INCREASED FROM SIX IN TO IN BOTH SEXES HAVE BEEN EQUALLY AFFECTED RESPIRATORY INFECTIONS FAILURE TO THRIVE AND DIARRHOEA WERE THE PREDOMINANT PRESENTING FEATURES IN THAT ORDER AND THUS ANY ONE OF THESE PRESENTING FEATURES SHOULD INDICATE THAT CYSTIC FIBROSIS SHOULD AT LEAST BE CONSIDERED AND EXCLUDED EACH PATIENT WAS ASSESSED MONTHLY AT THE CLINIC DURING WHICH ATTENDANCE FORMAL PHYSIOTHERAPY WAS CARRIED OUT AND THE PARENTS WERE INSTRUCTED IN THE TECHNIQUES OF PERCUSSION AND DRAINAGE FORTY TWO OF OUR SIXTY FOUR PATIENTS ARE STILL ALIVE AND THIRTY THREE OF THOSE FALL INTO THE EXCELLENT CATEGORY SEVEN INTO THE GOOD AND ONE EACH INTO THE FAIR AND POOR DURING THE PERIOD OF THIS REVIEW THERE HAS BEEN AN OBVIOUS IMPROVEMENT WITH A FALL IN MORBIDITY AND MORTALITY AND WITH THE INCREASING PROPORTION OF PATIENTS NOW IN THE EXCELLENT GROUP WE ATTRIBUTE THESE FACTS TO EARLIER DIAGNOSIS REGULAR AND CAREFUL FOLLOW UP AND A SUPERVISED THERAPEUTIC PROGRAMME INCLUDING PARENT EDUCATION AND PARTICIPATION IT WOULD SEEM THEREFORE THAT EARLY DIAGNOSIS AND ACTIVE TREATMENT PROLONG LIFE AND GIVE BETTER HEALTH
880;A TOTAL OF CASES OF CYSTIC FIBROSIS IN FAMILIES WAS IDENTIFIED IN ISRAEL DURING THE YEARS AND THERE WAS REASON TO SUSPECT INADEQUATE ASCERTAINMENT CYSTIC FIBROSIS IS FREQUENT AMONG THE ASHKENAZIC AND ARAB POPULATIONS WITH AN INCIDENCE APPROXIMATING THAT FOR CAUCASIANS OF EUROPEAN ANCESTRY TO LIVE BIRTHS IT IS ABOUT HALF AS FREQUENT IN THE SEPHARDIM RARE IN THE IRAQI OR YEMENITE JEWS AND PERHAPS ABSENT IN IRANIAN JEWS THE CLINICAL PICTURE OF CYSTIC FIBROSIS IN ISRAEL IN ALL THE ETHNIC GROUPS WAS FOUND TO BE THE SAME AS ELSEWHERE IN THE WORLD IN DEPTH INTERVIEWS OF FAMILIES WERE CONDUCTED TO ASSESS THEIR UNDERSTANDING OF THE GENETICS OF THE DISEASE AND THEIR ATTITUDE TOWARD FAMILY PLANNING
881;CYSTIC FIBROSIS AN AUTOSOMAL RECESSIVE TRAIT IS THE MOST COMMON HEREDITARY LETHAL CONDITION AMONG CAUCASIANS APPROXIMATING A PREVALENCE OF PER BIRTHS WITH A CARRIER FREQUENCY OF IN POPULATIONS ORIGINATING FROM WEST EUROPE THE MARKEDLY ELEVATED FREQUENCY OF CF IN A CONSIDERABLE PROPORTION OF THE HUMAN RACE PRESENTS A GENETIC ENIGMA FOR WHICH SEVERAL SOLUTIONS HAVE BEEN PROPOSED GENETIC HETEROGENEITY HETEROZYGOTE ADVANTAGE REDUCED PENETRANCE GENETIC DRIFT AND LINKAGE OR EPISTASIS ARE DISCUSSED THE BASIC DEFECT IN CF AND ITS FUNDAMENTAL BIOCHEMICAL AND PHYSIOLOGICAL RAMIFICATIONS ARE UNKNOWN
882;CYSTIC FIBROSIS IS AN INHERITED DISEASE AFFECTING MAINLY CAUCASIANS ALL EXOCRINE GLANDS ARE OBSTRUCTED CAUSING MULTIPLE MANIFESTATIONS THE MOST LETHAL ASPECT IS THE PULMONARY INVOLVEMENT EARLY DIAGNOSIS AND TREATMENT INFLUENCE PROGNOSIS THE SWEAT TEST IS THE DIAGNOSTIC TOOL IT MUST BE DONE IN A CENTER WHERE IT IS PERFORMED FREQUENTLY AND WHERE QUALITY CONTROL IS AVAILABLE SPECIFIC THERAPY VARIES FROM CENTER TO CENTER BUT ALL AGREE ON A CONSISTENT COMPREHENSIVE APPROACH TO MANAGEMENT ONE MUST BE ACUTELY AWARE OF THE PSYCHOSOCIAL ASPECTS WHEN CARING FOR CHILDREN WITH CYSTIC FIBROSIS
883;CHILDREN WITH CYSTIC FIBROSIS HAVE SKELETAL MATURATION AND EPIPHYSEAL ANOMALIES SIMILAR TO THOSE IN CHILDREN WITH NUTRITIONAL PROBLEMS HOWEVER THESE PATIENTS HAVE BEEN FOUND TO HAVE NORMAL SOMATIC DEVELOPMENT IF TREATMENT IS BEGUN EARLY IN A GROUP OF CHILDREN WITH CYSTIC FIBROSIS UNDERGOING MEDICAL TREATMENT CEPHALOMETRIC MEASUREMENTS COMPARED FAVORABLY WITH THOSE ESTABLISHED BY NORMAL STANDARDS
884;MUCOID STRAINS OF PSEUDOMONAS AERUGINOSA ISOLATED FROM THE SPUTA OF PATIENTS WITH CYSTIC FIBROSIS OR IN VITRO THROUGH SELECTION WITH PHAGE WERE MORE RESISTANT TO CARBENICILLIN FLUCLOXACILLIN AND TOBRAMYCIN AND MORE SENSITIVE TO TETRACYCLINE THAN RELATED NON MUCOID STRAINS THE OBSERVATIONS LED TO THE DEVELOPMENT OF A TECHNIQUE FOR THE ISOLATION OF MUCOID VARIANTS IN VITRO BASED ON ENHANCED RESISTANCE TO CARBENICILLIN MUCOID VARIANTS WERE ISOLATED FROM VARIOUS STRAINS OF PS AERUGINOSA AND THE EXOPOLYSACCHARIDE FOUND TO BE SIMILAR TO THAT OBTAINED FROM MUCOID PS AERUGINOSA ISOLATED FROM PATIENTS WITH CYSTIC FIBROSIS
885;WE DESCRIBE A NEW TECHNIQUE FOR RECOVERING CONTINUOUS DISTRIBUTIONS OF VENTILATION V AS A FUNCTION OF TIDAL VENTILATION VOLUME RATIO V V FROM THE NITROGEN WASHOUT THE ANALYSIS YIELDS A CONTINUOUS DISTRIBUTION OF V AS A FUNCTION OF V V REPRESENTED AS FRACTIONAL VENTILATIONS OF COMPARTMENTS PLUS DEAD SPACE THE PROCEDURE WAS VERIFIED BY RECOVERING KNOWN DISTRIBUTIONS FROM DATA TO WHICH NOISE HAD BEEN ADDED USING AN APPARATUS TO CONTROL THE SUBJECT S TIDAL VOLUME AND FRC MIXED EXPIRED N DATA GAVE THE FOLLOWING RESULTS A THE DISTRIBUTIONS OF YOUNG NORMAL SUBJECTS WERE NARROW AND UNIMODAL WITH A MEAN LN STANDARD DEVIATION OF PLUS OR MINUS B THOSE OF SUBJECTS OVER AGE WERE BROADER LN SD PLUS OR MINUS WITH MORE POORLY VENTILATED UNITS C PATIENTS WITH PULMONARY DISEASE OF ALL DESCRIPTIONS SHOWED ENLARGED DEAD SPACE D PATIENTS WITH CYSTIC FIBROSIS SHOWED MULTIMODAL DISTRIBUTIONS WITH THE BULK OF THE VENTILATION GOING TO OVERVENTILATED UNITS AND E PATIENTS WITH OBSTRUCTIVE LUNG DISEASES FELL INTO SEVERAL CLASSES THREE OF WHICH ARE ILLUSTRATED THESE RESULTS SUGGEST THAT OUR APPROACH IS WELL SUITED FOR CLINICAL INVESTIGATION
886;CHANGES IN THE NITROGEN CONCENTRATION SEEN DURING THE SINGLE BREATH NITROGEN WASHOUT REFLECT CHANGES IN RELATIVE FLOW V FROM UNITS WITH DIFFERING VENTILATION VOLUME RATIOS V V THE MULTIPLE BREATH WASHOUT PROVIDES SUFFICIENT DATA FOR THE V FOR UNITS WITH VARYING V V TO BE PLOTTED AS A FUNCTION OF THE VOLUME EXPIRED FLOW FROM THE DEAD SPACE MAY ALSO BE DETERMINED IN YOUNG NORMALS THE EMPTYING PATTERNS ARE NARROW AND UNIMODAL THROUGHOUT THE ALVEOLAR PLATEAU WITH LITTLE OR NO FLOW FROM THE DEAD SPACE AT THE END OF THE BREATH OLDER NORMALS SHOW MORE FLOW FROM THE DEAD SPACE PARTICULARLY TOWARD THE END OF THE BREATH AND SOME SHOW A HIGH V V MODE EARLY IN THE BREATH PATIENTS WITH OBSTRUCTIVE LUNG DISEASE HAVE A HIGH FLOW FROM THE DEAD SPACE WHICH IS PRESENT THROUGHOUT THE BREATH A WELL VENTILATED MODE AT THE END OF THE BREATH IS SEEN IN SOME OBSTRUCTED SUBJECTS PATIENTS WITH CYSTIC FIBROSIS SHOWED A POORLY VENTILATED MODE APPEARING AT THE END OF THE BREATH AS WELL AS A VERY HIGH DEAD SPACE
887;THE SUCCESS IN THE ISOLATION OF STAPHYLOCOCCUS AUREUS OF DIFFERENT METHODS OF SPUTUM PROCESSING WAS INVESTIGATED IN SPECIMENS COLLECTED FROM PATIENTS WITH CYSTIC FIBROSIS DURING A SEVEN MONTH PERIOD FIFTY SPECIMENS FROM PATIENTS YIELDED STAPH AUREUS BY ONE OR MORE METHODS DIRECT PLATING OF PURULENT PORTIONS OF SPUTUM ON TO MEDIA DESIGNED FOR GENERAL USE IN RESPIRATORY INFECTIONS GAVE UNSATISFACTORY RESULTS YIELD OF STAPH AUREUS SOME INCREASE IN ISOLATIONS WAS OBTAINED WITH PRELIMINARY LIQUEFACTION OF SPUTUM BUT THE BEST RESULTS WERE GIVEN BY THE ADDITION OF A MEDIUM SELECTIVE FOR STAPHYLOCOCCI MANNITOL SALT AGAR BBL OR BY INITIAL SONICATION OF SPUTUM EACH YIELD SEVEN OF THE STRAINS OF STAPH AUREUS WERE THYMIDINE DEPENDENT AND OTHERWISE ATYPICAL IN LABORATORY CHARACTERISTICS THESE WERE ISOLATED FROM PATIENTS WHO HAD RECEIVED CO TRIMOXAZOLE
888;CYSTIC FIBROSIS IS DETECTED WITH INCREASING FREQUENCY IN OLDER CHILDREN ADOLESCENTS AND EVEN YOUNG ADULTS THE QUALITY OF LIFE AND LONGEVITY IN PATIENTS WITH CYSTIC FIBROSIS IS MORE FAVORABLE THE EARLIER A DIAGNOSIS IS MADE AND A THERAPEUTIC REGIMEN BEGUN THIS REPORT PRESENTS AND REVIEWS FIVE CASES IN CHICH THE DIAGNOSIS OF CYSTIC FIBROSIS WAS MADE AFTER THE AGE OF SIX YEARS EMPHASIS IS PLACED ON THE VARIABILITY OF PRESENTING SIGNS AND SYMPTOMS AND THE PROBLEMS THAT CAN ARISE IN CONFIRMING A SUSPECTED DIAGNOSIS OF CYSTIC FIBROSIS
889;CYSTIC FIBROSIS IS AN AUTOSOMAL RECESSIVE GENETIC DISORDER OF THE EXOCRINE GLANDS WHICH HAS A FREQUENCY OF APPROXIMATELY LIVE BIRTHS THIS DISEASE PRESENTS CHALLENGES TO THE PHYSICIAN AND THE HEALTH CARE TEAM THE PEDIATRIC PULMONARY CENTER OF THE UNIVERSITY OF FLORIDA IN GAINESVILLE IN COORDINATION WITH CYSTIC FIBROSIS CENTERS AND CLINICS THROUGHOUT THE STATE IS HELPING PHYSICIANS AND PATIENTS TO RECOGNIZE AND MANAGE THIS CHRONIC DISEASE
890;SERA FROM PATIENTS WITH CYSTIC FIBROSIS AND TWO PEDIATRIC PATIENTS BEING TREATED FOR CHRONIC PULMONARY INFECTIONS NOT RELATED TO CYSTIC FIBROSIS AND SIX SERA OR SERUM POOLS FROM UNINFECTED INDIVIDUALS WERE TESTED WITH A MICROTITER RADIOIMMUNOASSAY FOR REACTIVITY AGAINST EXOTOXIN A AND TWO PROTEASES FROM PSEUDOMONAS AERUGINOSA EXOTOXIN A WAS PURIFIED FROM A LOW PROTEASE STRAIN OF P AERUGINOSA AND SHOWN TO HAVE ADENOSINE DIPHOSPHATE RIBOSE TRANSFERASE ACTIVITY AND MOUSE LETHALITY PROTEASES WERE PURIFIED FROM AN ISOLATE OF P AERUGINOSA FROM A PATIENT WITH CYSTIC FIBROSIS AND HAD PROTEOLYTIC ACTIVITY AGAINST ELASTIN AND COLLAGEN IN AN ASSAY EMPLOYING DIMETHYLATED PROTEIN SUBSTRATES THE ANTIBODY RESPONSES OF THE PATIENTS DETECTED USING I LABELED ANTIBODY TO HUMAN IMMUNOGLOBULIN WERE CORRELATED WITH CLINICAL EVALUATIONS EXPRESSED AS A COMPOSITE SCORE BASED ON PULMONARY FINDINGS CASE HISTORIES GROWTH AND NUTRITION AND CHEST X RAYS VALUES IN THE RADIOIMMUNOASSAY FOR PATIENTS SERA WERE COMPARED WITH THOSE OF A CONTROL SERUM POOL AND EXPRESSED AS THE RATIO OF COUNTS PER MINUTE CPM IN PATIENT SERUM TO THE CPM IN THE CONTROL POOL INVERSE CORRELATIONS WERE FOUND BETWEEN THESE RATIOS FOR EACH OF THE PSEUDOMONAS EXOPRODUCTS AND CLINICAL SCORES HIGHEST RATIOS OCCURRED IN PATIENTS SHOWING THE LOWEST CLINICAL SCORES THESE RESULTS CONFIRM THAT PROTEASES AND EXOTOXIN A OF P AERUGINOSA ARE PRODUCED IN CYSTIC FIBROSIS PULMONARY INFECTIONS DUE TO P AERUGINOSA AND SUGGEST THAT THEY MAY SERVE AS SIGNIFICANT VIRULENCE FACTORS IN THESE CHRONIC INFECTIOUS STATES
891;IT IS OUR HYPOTHESIS THAT IN CYSTIC FIBROSIS THERE IS A GENETICALLY DETERMINED SPECIFIC DEFICIENCY IN THE ACTIVITY OF EITHER THE GLANDULAR KALLIKREIN OR IN ITS ACTIVATING ENZYME AND THAT THIS DEFECT IS THE PRIMARY DEFECT IN THE DISEASE THE IMMEDIATE CONSEQUENCE OF EITHER OF THESE DEFECTS IS THE ABSENCE OF KALLIDIN AND THE RESULTING FAILURE OF REABSORPTION THE FACT THAT THERE MAY BE MUTATIONS AFFECTING DISTINCT ENZYMES COULD ACCOUNT FOR THE GENETIC HETEROGENEITY OF CYSTIC FIBROSIS A CONSEQUENCE OF A DEFECTIVE KALLIKREIN SYSTEM WOULD BE ACCUMULATION OF A PRECURSOR RELATED TO THE LOW MOLECULAR WEIGHT KININOGEN AND WE PROPOSE THAT THIS COMPOUND IS THE CILIARY DYSKINESIA FACTOR
892;CELL FREE CULTURE MEDIUM FROM PHA STIMULATED PBL CULTURES OR LONG TERM LYMPHOID CELL LINES FROM CF HOMOZYGOTES OR OBLIGATE HETEROZYGOTES AS WELL AS SERUM FROM SUCH INDIVIDUALS CAN PRODUCE THREE DISTINCT CHANGES IN THE CILIARY BEAT OF RABBIT TRACHEAL CILIATED EPITHELIUM INCREASED BEAT FREQUENCY CD AND CILIOSTASIS THE ABILITY TO PRODUCE BOTH AND SEEMS TO BE CHARACTERISTIC FOR LEUKOCYTE CULTURES FROM CF GENOTYPES OF CF CULTURES PRODUCED BOTH EFFECTS AS COMPARED WITH NONE OF CULTURES FROM NORMAL CONTROLS AND OF FROM NON CF PATIENT CONTROLS WITH BRONCHIAL ASTHMA CTA WAS NOT SPECIFIC FOR CF PBL CULTURES SINCE OF NORMAL CONTROL AND OF THE NON CF PATIENT CONTROL CULTURES PRODUCED CILIOSTASIS SIMILAR FINDINGS WERE OBTAINED WHEN SERUM FROM THE SAME INDIVIDUALS OR CULTURE MEDIUM FROM LONG TERM LYMPHOID CELL LINES WAS TESTED USING PROTEIN A FROM STAPHYLOCOCCUS AUREUS COVALENTLY COUPLED TO SEPHAROSE CL B AS A REAGENT WE SEPARATED THE CDAS PRESENT IN SERUM AND IN CULTURE MEDIUM FROM PBL AND LYMPHOID CULTURES PROTEIN A SPECIFICALLY ADSORBS IGG AND BINDS IT UNDER MILD CONDITIONS AT PHYSIOLOGICAL PH THE CDAS ARE NONCOVALENTLY BOUND TO IGG AT PHYSIOLOGICAL PH AND CAN BE CO PURIFIED WITH IGG THE IGG CDA COMPLEXES CAN BE READILY DESORBED FROM PROTEIN A SEPHAROSE CL B AT PH AND UNDER THESE CONDITIONS THE CDAS ARE DISSOCIATED FROM IGG RETAIN ALL THEIR ACTIVITY AND CAN BE SEPARATED BY CHROMATOGRAPHY ON BIO GEL P OR SEPHADEX G THREE DISTINCT ACTIVITIES WERE REMOVED FROM SERUM OR PBL CULTURES WHICH SHOWED BOTH CDA AND CTA AND TWO WERE OBTAINED FROM SAMPLES WHICH SHOWED ONLY CDA ONE CDA BELIEVED TO BE SPECIFIC FOR CF CF CDA WAS SEPARATED FROM CF SERUM AND PBL OR LYMPHOID CELL CULTURE MEDIUM THIS CF CDA WAS COMPLEXED NONCOVALENTLY TO IGG NOT SUBCLASS IGG HAD A MOLECULAR WEIGHT OF TO WAS STABLE AS ACID PH WAS FOUND IN BIOLOGICAL FLUIDS FROM BOTH HOMOZYGOTES AND HETEROZYGOTES FOR CF WAS SHOWN NOT TO BE C A ANAPHYLATOXIN DID NOT REQUIRE IGG FOR ACTIVITY AND WAS POSITIVELY CHARGED AT PH VALUES MORE ACIDIC THAN
893;TWO CHILDREN BELOW YEARS OF AGE WITH MUCOCELE AND CYSTIC FIBROSIS ARE REPORTED MUCOCELE IN THIS AGE GROUP IS VERY RARE AND IS PROBABLY PATHOGNOMONIC OF CYSTIC FIBROSIS
895;ACID MUCINS IN GOBLET CELLS OF THE DUODENUM JEJUNUM AND ILEUM OF NEONATES AND INFANTS WITH CYSTIC FIBROSIS CF AND WITHOUT CF WERE MEASURED BY SCANNING MICRODENSITOMETRY AFTER ALCIAN BLUE STAINING ACCORDING TO THE PROTOCOL OF MCCARTHY AND REID WHICH CHARACTERISES FOUR GROUPS OF ACIDIC MUCINS IN CF INFANTS OVER MTH OF AGE BUT NOT IN CONTROLS THERE WAS AN INCREASE ALONG THE GUT FROM DUODENUM TO ILEUM OF BOTH WEAKLY ACIDIC AND STRONGLY ACIDIC SULPHOMUCINS IN THE ILEUM THE INCREASE WAS IN TOTAL MUCINS FROM MTH PREVIOUSLY IN THE SAME CF PATIENTS AND THIS DIFFERENCE COULD BE ACCOUNTED FOR BY AN INCREASE OF SIALIDASE RESISTANT MUCINS THE INCREASE IN SULPHOMUCINS WAS MORE MARKED AT THE TIP THAN AT THE BASE OF THE VILLI IN CF NEONATES THERE WAS SIGNIFICANT DIFFERENCE IN THE QUANTITIES OF ACIDIC MUCINS THE QUESTION WHETHER THE MUCINS OF CF ARE CHEMICALLY ABNORMAL OR MERELY ACCUMULATED TO AN ABNORMAL EXTENT IS PROBABLY BEST INVESTIGATED BY ANALYSIS OF SIALIDASE RESISTANT MUCINS AND SULPHOMUCINS OF THE ILEUM AND STRONGLY ACIDIC SULPHOMUCINS OF THE DUODENUM AND JEJUNUM IN CF INFANTS OVER MTH OF AGE
896;A RETROSPECTIVE ANALYSIS OF ORAL D XYLOSE TOLERANCE TESTS IN PEDIATRIC PATIENTS WAS PERFORMED A SIGNIFICANT DIFFERENCE WAS FOUND BETWEEN NORMAL SUBJECTS AND UNTREATED CHILDREN WITH CELIAC DISEASE ONE HOUR AFTER LOAD THE ONE HOUR VALUE WAS FOUND TO BE MORE RELIABLE THAN WAS FECAL FAT ANALYSIS IN SCREENING CHILDREN FOR CELIAC DISEASE SEX AGE WEIGHT AND BODY SURFACE DID NOT INFLUENCE THE RESULTS OF THE ONE HOUR VALUE IN THE CONTROL SUBJECTS FORTY EIGHT CHILDREN WITH CYSTIC FIBROSIS HAD ONE HOUR XYLOSE LEVELS WITHIN THE NORMAL RANGE BUT THE MEANS AT AND MINUTES AFTER LOAD EXCEEDED SIGNIFICANTLY P LESS THAN THOSE OF THE CONTROLS IN A NONCELIAC GROUP OF CHILDREN WITH ABNORMALLY LOW XYLOSE LEVELS ALMOST ALL WERE FOUND TO HAVE CLINICAL CONDITIONS COMPATIBLE WITH UPPER SMALL BOWEL MUCOSAL IMPAIRMENT THIS STUDY SHOWS THAT A SINGLE ESTIMATION OF XYLOSE IN BLOOD ONE HOUR AFTER LOAD IS A RELIABLE INDEX OF SMALL BOWEL MUCOSAL FUNCTION IT IS A GOOD SCREENING TEST FOR CELIAC DISEASE AND SMALL BOWEL DISORDERS PRODUCING MALABSORPTION IN CHILDREN
897;WE REPORT THE FREQUENT PRESENCE OF HYPERURICEMIA IN A GROUP OF CHILDREN WITH CYSTIC FIBROSIS WHO WERE KNOWN TO BE CONSUMING LARGE DOSAGES OF PANCREATIC EXTRACT AS PART OF THEIR THERAPY HYPERURICEMIA WAS MORE COMMON IN OLDER PATIENTS WHO HAD BEEN TREATED FOR A LONGER PERIOD OF TIME CLARIFICATION OF THE ROLE OF RENAL FUNCTION AND OTHER FACTORS IN THE PRODUCTION OF HYPERURICEMIA AWAITS A CAREFUL STUDY OF THE RELATIONSHIP OF PURINE LOAD TO URATE EXCRETION AT VARIOUS AGES IN THESE PATIENTS
898;IN THE FEBRUARY ISSUE OF THE JOURNAL DR HEFFER COMMENTS ON PUBLICATIONS CONCERNING THE OCCURRENCE OF CYSTIC FIBROSIS CF IN BLACK CHILDREN HE FEELS THAT CF OCCURS MORE FREQUENTLY THAN WE HAVE REPORTED OUR TEN YEAR SEARCH IN THE WASHINGTON D C AREA SHOWS A MINIMUM INCIDENCE OF CYSTIC FIBROSIS AMONG BLACK NEWBORN INFANTS AS ONE PER SINCE WE HAVE IDENTIFIED AN ADDITIONAL FOUR BLACK PATIENTS WITH CYSTIC FIBROSIS IN BLACK CHILDREN THIS IS CONSISTENT WITH THE PREVIOUSLY REPORTED INCIDENCE OF ONE IN THEREFORE WE DISAGREE WITH HEFFER THAT THIS IS A COMMON DISEASE AMONG BLACKS
899;THE SYNTHETIC PEPTIDE N BENZOYL L TYROSYL P AMINOBENZOIC ACID IS SPECIFICALLY CLEAVED BY CHYMOTRYPSIN TO BZ TY AND PABA THE LIBERATED PABA IS ABSORBED AND EXCRETED IN THE URINE ACCORDINGLY PABA RECOVERY REFLECTS INTRALUMINAL CHYMOTRYPSIN ACTIVITY AND IS AN INDEX OF EXOCRINE PANCREATIC FUNCTION THIS TEST WAS EVALUATED IN PATIENTS WITH CYSTIC FIBROSIS TO DETERMINE ITS ROLE IN THE DIAGNOSIS OF EXOCRINE PANCREATIC INSUFFICIENCY CUMULATIVE PERCENT PABA RECOVERY IN SIX HOURS WAS SIGNIFICANTLY LOWER IN CF PATIENTS COMPARED WITH THE CONTROL GROUP NO OVERLAP WAS NOTED BETWEEN THE TWO GROUPS THERE WAS GOOD CORRELATION BETWEEN PABA RECOVERY FECAL CHYMOTRYPSIN ACTIVITY AND COEFFICIENT OF FAT ABSORPTION THESE FINDINGS INDICATE THAT PABA RECOVERY IS SIGNIFICANTLY REDUCED IN PATIENTS WITH CF AND STEATORRHEA AND MAY PROVE A PRACTICAL AND RELIABLE TEST OF PANCREATIC INSUFFICIENCY
900;WE REPORT AN INFANT WITH CYSTIC FIBROSIS PRESENTING AT BIRTH WITH MECONIUM ILEUS WHO DEVELOPED PROLONGED CHOLESTATIC JAUNDICE FROM COMPRESSION OF THE COMMON BILE DUCT AND THE PANCREATIC DUCT BY ADVANCED PANCREATIC FIBROSIS EXTRAHEPATIC BILIARY OBSTRUCTION OF THIS NATURE HAS NOT BEEN PREVIOUSLY DESCRIBED IN CYSTIC FIBROSIS
901;THE DISACCHARIDASE ACTIVITIES IN SMALL INTESTINAL BIOPSIES WERE RELATED TO THE MORPHOLOGY OF THE MUCOSA AND THE AGES OF PATIENTS WITH CYSTIC FIBROSIS AND HEALTHY CONTROL SUBJECTS OF CAUCASIAN ORIGIN IN PATIENTS WITH CF AND IN THE HEALTHY CONTROL SUBJECTS UNDER YEARS OF AGE WITH NORMAL INTESTINAL MUCOSA NO LOW LACTASE ACTIVITY WAS FOUND IN THOSE PATIENTS WITH CF WHO WERE OVER YEARS OF AGE ONE GROUP HAD HIGH AND ONE GROUP HAD LOW LACTASE ACTIVITY AS OCCURS IN HEALTHY CAUCASIAN CONTROL SUBJECTS OF THE SAME AGE THIS FINDING SUPPORTS THE VIEW THAT IN PATIENTS WITH CF LACTASE DEFICIENCY IS NOT RELATED TO THE DISEASE ENTITY IN PATIENTS WITH OR WITHOUT CF WHO HAD THE SAME DEGREE OF MUCOSAL ATROPHY THE DECREASE OF DISACCHARIDASE ACTIVITIES FOLLOWED THE SAME PATTERN INDICATING THAT ENZYME ACTIVITIES ARE AFFECTED TO THE SAME EXTENT BY THE DAMAGE OF THE MUCOSA IN PATIENTS WITH CF WITH PANCREATIC INSUFFICIENCY THE DISACCHARIDASE ACTIVITIES WERE SIGNIFICANTLY P LESS THAN HIGHER WHEN COMPARED TO THOSE IN CONTROL SUBJECTS OF THE SAME AGE AND ETHNIC GROUP ALTHOUGH THE INCREASE WAS NOT UNIFORM IN ALL PATIENTS WITH CYSTIC FIBROSIS
902;HEREDITARY PANCREATITIS IS IMPORTANT FOR AT LEAST THREE REASONS IT IS PROBABLY NOT AN UNCOMMON FORM OF PANCREATITIS IN CHILDREN AND YOUNG ADULTS THE COURSE OF THE DISORDER MAY BE CHRONIC WITH SUBSTANTIAL LONG TERM MORBIDITY INCLUDING AN APPARENTLY INCREASED RISK FOR PANCREATIC CANCER AND ONCE HAVING MADE THE CORRECT DIAGNOSIS OCCURRENCE AMONG SIBLINGS AND OR OFFSPRING AND PERHAPS OTHER RELATIVES OF THE PROBAND MAY BE EXPECTED HEREDITARY PANCREATITIS IS AN AUTOSOMAL DOMINANT TRAIT WITH APPARENTLY COMPLETE PENETRANCE THOUGH MARKEDLY VARIABLE EXPRESSIVITY IT WOULD BE REASONABLE TO POINT OUT THAT HEREDITARY PANCREATITIS SHOULD BE ENTERTAINED WHENEVER AN ALTERNATIVE DIAGNOSIS IS NOT DOCUMENTED EVEN WITHOUT A POSITIVE FAMILY HISTORY WE AGREE WITH THE STATEMENT BY JORDAN AND AMENT IN A RECENT ARTICLE THAT ACUTE PANCREATITIS IS ONE OF THE RARER CAUSES OF ABDOMINAL PAIN IN CHILDREN AND IS AMONG THE LEAST REPORTED AND CHARACTERIZED HOWEVER THEIR DISCUSSION OF THIS PROBLEM IS SURPRISINGLY INCOMPLETE FAMILIAL PANCREATITIS ONE OF THE MOST IMPORTANT CAUSES OF PANCREATITIS IN CHILDHOOD IS NOT EVEN MENTIONED CYSTIC FIBROSIS IS BARELY ACKNOWLEDGED THESE TWO CONDITIONS AS WELL AS HYPOLIPOPROTEINEMIA AND ASCARIASIS ALSO NOT MENTIONED SHOULD BE INCLUDED IN THE DIFFERENTIAL DIAGNOSIS OF PANCREATITIS IN CHILDREN AND OF OTHERWISE UNEXPLAINED ABDOMINAL PAIN IN THIS AGE GROUP WE APPRECIATE THE CONCERN THAT WE DID NOT DIAGNOSE HEREDITARY PANCREATITIS IN ANY OF OUR PATIENTS NONE OF THE TEN PATIENTS WITH IDIOPATHIC PANCREATITIS HAD A FAMILY HISTORY OF PANCREATITIS DOCUMENTED IN THEIR CHARTS CYSTIC FIBROSIS CF IS NOT A COMMON CAUSE OF PANCREATITIS IN OUR CENTER WE CHOSE TO OMIT ASCARIASIS FROM OUR DIFFERENTIAL DIAGNOSIS BECAUSE IN THE DEVELOPED COUNTRIES IT IS UNLIKELY TO BE A COMMON CAUSE OF PANCREATITIS
