corpus;text
1126;an immunoreactive trypsin assay uses small dried blood spots diameter mm and is therefore suitable for incorporation in established neonatal screening schemes blood specimens from neonates with cystic fibrosis had trypsin levels greater than those in control subjects thus confirming earlier findings trypsin levels were below normal in several older patients with cystic fibrosis
1127;dr hosli and mrs hosli reported that differential thermolability of plasma alpha mannosidase and plasma acid phosphatase allowed discrimination between normal people cystic fibrosis carriers and patients we have repeated these experiments paying special attention to the technical details given in the hoslis s paper in a separate series of experiments we used larger volumes of plasma for each assay which was performed either with or without non fluorescent paraffin oil in both cases the blood samples were processed exactly as outlined in hosli and vogt s paper there were no significant differences in the heat stability of plasma alpha mannosidase and acid phosphatase between the three groups
1128;we have measured immunoreactive trypsin irt activity in dried blood spot samples and have found abnormally high levels in infants with cystic fibrosis cf we agree with crossley et al that this test deserves further investigation as a screen for cf in the newborn the low value for the week infant is consistent with their finding that in children with low pancreatic enzyme output the increased irt results are restricted to the first few months of life it remains to be proved whether older cf patients with residual pancreatic enzyme secretion do indeed continue to have increased irt levels if they do the irt test would also deserve further investigation as a tool to be used in conjunction with stool pancreatic enzyme activity in smaller centres who have had problems with inaccurate sweat tests
1129;we examined the age dependence of serum angiotensin converting enzyme sace activity in healthy controls while we found no age dependence in controls older than years those under had much increased sace values we feel that it is inappropriate to evaluate sace activity in patients under years old with diagnostic criteria determined in adults dr romer and colleagues reported high activities of sace in patients out of with chronic granulomatous disease cgd and concluded that cgd is associated with increased levels of sace unfortunately romer et al did not study an adequate paedeatric age control group and their mean values are compared primarily with that in children with cystic fibrosis our most recent studies confirm our earlier observation that children under the age years definitely have higher mean sace values than do adults cystic fibrosis patients should not be used for comparison since they tend to have lower sace levels than comparable aged controls in my opinion patients with cgd according to the data published by romer et al show no increase in sace levels for their age
1130;for several reasons the supernatant fraction of amniotic fluid is not often used in the prenatal detection of inborn errors of metabolism in early pregnancy the bulk of the protein in amniotic fluid is derived from the maternal circulation and this can obscure the more critical contribution from the fetus needed for prenatal diagnosis of amniotic fluids are significantly contaminated with maternal blood and if the enzyme in question is present in this blood as methylumbelliferyl guanidinobenzoate mugb protease is this can further distort diagnostic conclusions for this reason we have examined the variation of mugb protease in a heterogenous collection of amniotic fluids no significant differences in titre between individual weeks in the second trimester were observed a further second trimester amniotic fluids from pregnancies with abnormal outcome were also investigated the means of the four groups were not significantly different from that of the normals and the ranges were very similar we have not yet had the opportunity to examine an amniotic fluid from a known case of cystic fibrosis diagnosis of cystic fibrosis could probably be further refined by coupling amniotic fluid protease titration and isoelectric focusing on polyacrylamide gel
1131;our cystic fibrosis children usually either have severe lung disease with mild steatorrhea or severe maldigestion with lesser pulmonary problems we therefore measured serum proteases in cystic fibrosis patients and controls to see if there was any support for the following hypothesis since lack of antitrypsin is associated with lung damage plasma trypsin in excess of antitrypsin might be responsible for the lung damage in cystic fibrosis general protease and trypsin levels were measured spectrophotometrically using a modification of the method of erlanger kojowsky and cohen our result showed no significant difference between protease and trypsin levels in cystic fibrosis patients and controls the difference between our results and those of crossley et al may be explained by the differing measuring technique used our trypsin levels were measured spectrophotometrically and theirs by radioimmunoassay
1132;we have studied serum angiotensin converting enzyme sace in sarcoidosis and other granulomatous disorders we have measured sace in randomly chosen consecutive patients with chronic granulomatous disease cgd and in some of their family members and in children with cystic fibrosis and severe chronic pulmonary involvement sace levels in the patient with cgd differed significantly from those of normal controls and those of family members and patients with cystic fibrosis our preliminary studies show that cgd is associated with increased levels of sace
1133;serum immunoreactive trypsin i r t was measured in children with cystic fibrosis c f and a variety of controls in the first few months of life all c f children had a raised serum i r t a dried blood spot assay for i r t was established and has potential as a screening test for c f in the newborn
1134;a little known feature of cystic fibrosis is the frequent occurrence of positive skin prick tests to environmental allergies in the normal population only about half those with positive prick tests actually have clinical allergic disease so are the positive skin tests of cystic fibrosis clinically important in particular do they mean a high prevalence of asthma overt or hidden amongst these patients a general clinical impression is that asthma is no more frequent amongst cystic fibrosis than in the normal population the often positive skin tests although of considerable immunological interest do not necessarily imply additional clinical disease
1135;we measured immunoreactive trypsin irt concentrations in patients with established cystic fibrosis and in parents heterozygotes of patients with cf patients and parents had abnormal trypsin concentrations we found that in only out of the patients with abnormal irt was the concentration supranormal our data suggest that low irt concentrations are an excellent index of diminished pancreatic reserve in cf and that serum irt concentration would be a useful diagnostic test the fact that cf patients at birth invariably have very high irt concentrations which fall with age and the progress of the disease allied with the fact that heterozygotes have high concentrations supports the previous suggestion that an uncontrolled hypersecretion of zymogen granules is the basic cellular defect in cf
1136;previous studies in our laboratory have demonstrated significant differences in the extent of protease reactivity with mugb methylumbelliferyl guanidinobenzoate a sensitive active site titrant of many serine proteases when plasma and cultivated skin fibroblasts from patients with cystic fibrosis cf obligate heterozygotes and controls were compared because of these observations and the potential value of amniotic fluid for the prenatal detection of cystic fibrosis these studies were extended to human amniotic fluid obtained by amniocentesis done for the intrauterine detection of genetic and other fetal abnormalities an amniotic fluid sample obtained from a woman who was subsequently delivered of a baby with cf showed a much reduced level of mugb reactivity similar to the relative deficiency observed in plasma and cultivated skin fibroblasts from patients with cf these observations suggest that amniotic fluid protease activity may be a useful marker for the prenatal detection of cf
1137;dr hosli and esther vogt reported that the alpha mannosidase and acid phosphatase activities of cystic fibrosis plasma assayed at ph are abnormally thermolabile at degrees and degrees c respectively and that the levels of residual activity after heat inactivation clearly distinguish between cf patients cf carriers and normal subjects we have repeated these experiments under identical conditions and found no differences between the three groups
1138;despite some critical debate lately about the usefulness of physiotherapy in certain chest conditions the fact remains that many patients voluntarily undertake regular postural bronchial drainage to help their sputum a substantial number also find rapid chest percussion over affected lung segments useful in loosening the sputum chest percussion by a mechanical device controlled by the patient himself seems worthy to trial maxwell and redmond have compared a commercial device with manual percussion during postural bronchial drainage the two techniques resulted in expectoration of similar quantities of sputum although all but one patient felt subjectively that the machine delivered better quality percussion before parents and others are advised to buy percussing machines we need a formal study of postural drainage with and without chest percussion
1139;dr hosli and esther vogt base their diagnosis of heterozygotes and homozygotes for cystic fibrosis on the thermal stability in plasma or extracellular fluids of alpha mannosidase and or phosphatase activity assayed at ph the activity of alpha mannosidase in plasma and this ph is a composite one both acidic alpha mannosidase which has a ph optimum of and intermediate alpha mannosidase which has a ph optimum of will contribute to the activity measured at ph these two forms of alpha mannosidase are structurally and genetically distinct and have different kinetics and thermostabilities therefore the total alpha mannosidase activity at ph and the physicochemical properties of this activity will depend upon the relative proportions of the two types of alpha mannosidase in the sample the proportions of the two forms vary widely in normal plasma especially in plasma from children although the data of hosli and vogt suggest that the total alpha mannosidase at ph does not differ significantly between controls cf heterozygotes and cf homozygotes they do not show whether the proportions of acidic and intermediate alpha mannosidase have changed an increase in the proportion of the thermolabile intermediate alpha mannosidase in cf would be manifested as a decreased thermostability of alpha mannosidase at ph alternatively a mutation in the normally stable acidic alpha mannosidase leading to a less stable form would also be reflected as a decreased stability in the activity at ph especially if the proportion of acidic alpha mannosidase was increased in cf these situations should also be considered as possible explanations of the observations in addition to the one favoured by hosli and vogt
1140;following rao and nadlers report of decrease arginine activity in the blood of patients with cystic fibrosis we have been trying to apply their findings to the prenatal diagnosis of cystic fibrosis we were therefore most interested in the reports on the use of methylumbelliferyl rho guanidinobenzoate mugb for assaying arginine esterase activity in amniotic fluid our results with mugb are similar to those of brock and haywood but are substantially higher than those of walsh and nedler a sample of amniotic fluid that had been incubated with mugb and then assayed with pro phe arg methylcoumarinyl amide ppa mca showed less than of the activity of a similarly treated control sample that had not been incubated with mugb the activity of arginine esterase towards ppa mca both in amniotic fluid and in cultures amniotic fluid cells is much greater than towards cbz arg amc these levels of activity are high enough to warrant further investigation for use in an antenatal diagnosis
1141;evidence is accumulating which indicates that the basic defect in cystic fibrosis interferes with the formation of recognition markers on hydrolytic enzymes as a result these hydrolases leak into the extracellular space and some of them display abnormal thermolabilities by heat inactivation of plasma alpha mannosidase at degrees c and plasma phosphatase at degrees c both enzymes being assayed at ph it is possible to differentiate normal people from cystic fibrosis carriers and patients
1142;tritiated thymidine h tdr incorporation into dna of the fibroblasts derived from subjects with cystic fibrosis cf and their controls was studied with scintillation counting and autoradiography h tdr incorporation at hours postseeding was significantly less p in cf strains in comparison with cells from controls the percentage of labeled fibroblasts was not significantly difference between the two strains p the cell cycle time and the duration of each phase were studied by a mitotic selection and scintillation counting technique there was no difference in cell cycle time between cf and control fibroblasts however the duration of the synthetic phase was significantly p longer in cf subjects
1143;since it has been demonstrated that chronic administration of reserpine to rats produces cf like alterations we have studied the lung resistance to bacterial infections in animals treated with reserpine mice of the balb c inbred strain were injected subcutaneously with different doses of reserpine for days after they were submitted to an infective aerosol containing staphylococcus aureus in a nebulization chamber with each pair of exposed animals an individual value of the uncleared bacteria ratio ubr at hours was obtained reserpinized animals showed a significant increase in ubr values when compared to control mice p and p depending on the doses suggesting an impairment of the lung antibacterial defenses although pharmacological doses of reserpine produce catecholamine depletion we can not conclude that this action upon the nervous system is the only cause of the cf like response we detected in conclusion the observed ubr decrease lends support to the concept of a reserpine induced cf animal model
1144;cystic fibrosis is the most common lethal or semi lethal genetic disease in caucasians of central european origin among whom it is inherited as an autosomal recessive trait at a frequency approximately times that expected from recurrent mutation alone a decreased sialic acid content has been observed in cell surface glycoproteins on cystic fibrosis fibroblasts and in numerous soluble glycoprotein preparations from cystic fibrosis homozygotes sialic acid residues on cell surface glycoconjugates play an essential role in the binding and infectivity of myxoviruses and paramyxoviruses including those causing pandemic influenza it is suggested that increased resistance to these viruses conferred by similar but quantitatively smaller alterations in sialoglycoconjugate structure in cystic fibrosis heterozygotes may have provided a selective advantage to maintain the high frequency of the cystic fibrosis gene in caucasian populations
1145;as the pathogenesis in cystic fibrosis cf has been considered to lie in a disturbance in the behavior of secretions particularly mucins from exocrine glands it has been proposed that an alteration in surface topography form number or distribution of microvilli or blebs of epithelial cells lining ducts could impair distribution leading to retention of mucus leading to the clinical phenotype scanning electronmicroscopy of human epithelial suspension cultures now offers an opportunity to evaluate the role of plasmalemma topography in cf
1146;lysosomal acid hydrolases and alkaline phosphatase cooperate in the intracellular digestion of natural polymers a stimulus for the induction of these enzymes is the retention of any kind of polymer inside the cell this stimulus is long lasting and strong if polymers are intracellularly retained because of a lack of digestive enzymes in previous papers it has been demonstrated that the alkaline phosphatase aip induction with tamm horsfall glycoprotein discriminates between fibroblasts of cf homozygotes on the one hand and normals and cf carriers on the other hand and a hypothesis has been proposed to explain these observations as predicted more efficient inducing mixtures have since been developed these have been used in the present study the first writer familiarized himself with ultramicrotechniques and then carried out double blind studies on fibroblast cultures from french patients these findings demonstrate the reproducibility of the aip induction and of the methods used and they particularly underline the importance of employing the present ultramicrotechniques for a successful aip induction it is likely that amniotic fluid cells behave like skin fibroblasts in this test if this proves to be so then the induction of alkaline phosphatase should provide a useful technique for the prenatal diagnosis of cystic fibrosis
1147;the survival of patients who were born in and after with cystic fibrosis and managed by the departments of thoracic medicine and gastroenterology royal children s hospital melbourne is reviewed eighty per cent of patients survived to years of age and to years of patients managed between and survived to years of age and to years of age in the same period of patients survived for years after diagnosis forty four per cent of the patients currently being managed have no significant permanent lung disease and only have advanced disease
1148;hosli has published a hypothesis relating to the primary cause of cystic fibrosis cf based on his observations that the level of alkaline phosphatase alp in cf derived skin fibroblasts but not fibroblasts derived from normal individuals could be increased several fold by growing the cells in the presence of the urinary glycoprotein tamm horsfall protein thp however we have not been able to show in adelaide any change or induction in the level of alp activity in cf derived skin fibroblasts when grown in the presence of locally prepared thp under what appear to be identical cell culture conditions to those used by hosli it thus appears that under the conditions currently employed in our laboratory there is no diagnostic discrimination between fibroblasts of cf homozygotes and normal individuals
1149;chest physiotherapy is an important part of the treatment program of children with cystic fibrosis but controlled studies of its effects are few children with cystic fibrosis being chronic sputum producers and non sputum producers were studied in hospital with serial lung function tests on consecutive days on the st day physiotherapy was performed twice on the nd day no physiotherapy was performed on the rd day the two periods of physiotherapy were preceded by an inhaled bronchodilator rimiterol lung function tests included peak flow forced vital capacity fvc forced expiratory volume in sec fev and residual volume to total lung capacity ratio and were measured at the beginning of each day and at similar intervals throughout the days sputum volume and cough frequency were noted on day and day physiotherapy resulted in significant improvement of peak flow in the sputum producers however the fvc and fev while improving after physiotherapy also improved on the control day when no physiotherapy was performed this suggests that physiotherapy may be effective in removing sputum from central large airways with resultant improvement in peak flow but has little added effect on the more peripheral airways whose airflow improves through the day with normal activity no significant effect was shown in the non sputum producers although there was a trend towards improvement in peak flow a bronchodilator before physiotherapy may be beneficial in those patients who demonstrate significant reduction in airflow obstruction at formal testing of bronchodilator response but may lessen the beneficial effects of physiotherapy in those without a positive response the study illustrates the importance of examining difference methods of chest physiotherapy to find ways of improving sputum clearance
1151;in children group a with cystic fibrosis cf the effect of the following treatment schedules on pulmonary function has been studied in random order on consecutive days clapping and postural drainage cp cp after inhaling an aerosol of ml n acetylcysteine by a monaghan ultrasonic device as in but with the addition of mg isoprenaline to the aerosol as in but with an ippb device added to the nebulizer treatment was started at a m and lasted for about h pulmonary function was measured prior to and min after treatment and a m respectively in children group b with cf severity comparable to the previous group pulmonary function was measured at and a m but without physiotherapy in between the following pulmonary function measurements have been included in the evaluation of the results vc fvc fev tlc body box tlc helium dilution tlcbb tlche rvbb rvhe maximal expiratory flows at tlbbb fvc maximal midexpiratory flow airway conductance the technique of the determinations was carefully controlled and initial values were reproducible in most children in group b mean values of pulmonary function were equal at and a m in group a none of the treatment schedules caused a significant improvement of mean pulmonary function values in some of the children however pulmonary function improved but in others it deteriorated the significance of these findings was discussed
1152;this paper is a report on the first part of a comprehensive research programme the aim is the development of a mechanical aid which will enable patients with cystic fibrosis to give themselves satisfactory physiotherapy the percussor which can be used by patients parents or relatives is portable and lightweight the domiciliary trial showed that effective percussion could be self administered to the front of the chest and to a lesser extent to the sides of the chest the percussor was found to be very acceptable to adolescent patients and especially girls with early breast development further research work has now been completed and as a result a system has been developed which enables patients to treat themselves with satisfactory chest percussion in the five preferred positions of postural drainage
1153;in we demonstrated the efficiency of autogenic drainage with two bronchorrheic children who needed bronchography for diagnostic purposes this demonstration was made possible thanks to a radiocinematographic study after bronchography the examination also showed the inefficacy of coughing the object of the present study is to analyze the physiologic mechanism of autogenic drainage for children older than five this method is very simple and efficient and as the effort or onset is not excessive and as expiration does not need to be complete autogenic drainage is not exhausting and can be performed for a long time which is indispensable since the progression of secretions is slow
1155;the problem of proper diet to children and infants with cystic fibrosis is continuously discussed this paper deals with the diet for cf infants younger than one year the basic view is that the diet should be as close to the normal baby diet as possible partly to ensure normal growth and development and partly to avoid extra work for the families with cf infants infants suffering from cf were given lactose free diet until they reached the age of one year the weight increased more rapidly than in cf patients given the traditional cf diet with low fat and high protein furthermore it was not necessary to give increased amounts of calories to the infants given lactose free diet nor did they receive additional fat soluble vitamins
1156;this review emphasizes some of the positive accomplishments of cystic fibrosis research some of the puzzles and some of the recent developments that have promise one of the major unresolved questions is the maintenance of this lethal gene at such a high frequency perhaps because of a heterozygote advantage in the past no longer operative at present nothing is known of the chromosomal localization of the trait except that chromosomes are morphologically normal that it is autosomal not sex linked and that there is no correlation with blood groups or major hla loci one of the important achievements of the past many years is that we understand relatively well the pathogenesis of most clinical manifestations of cf the as yet unknown inherited basic defect or metabolic error of cf gives rise to two main anomalies the electrolyte defect in exocrine sweat glands and the mucous secretion abnormality while the results of tissue culture studies often have been conflicting and disparate it does seem to be the consensus that the fibroblasts are affected by the basic metabolic error in some manner and that they respond abnormally under different experimental circumstances virtually all investigators have found some anomalies in biologic fluids of cf although using different approaches and methods an abnormality in the function of the autonomic nervous system which is so closely associated with the exocrine glands has always been an attractive explanation for the generalized exocrinopathy of cf the search for a genetic animal model for cf has led to interesting findings
1157;water electrolyte and macromolecular secretion which is affected in cystic fibrosis is regulated by neurotransmitters of the autonomic nervous system stimulating the cells by binding to alpha adrenergic beta adrenergic and cholinergic receptors therefore a genetic disturbance in cyclic adenosine monophosphate c amp response could eventually explain some of the manifold expressions of labile biochemical changes observed in cf specially in tissue culture we further characterized beta receptors in cultured fibroblasts of cf patients and normal controls and investigated isoproterenol and prostaglandin e mediated c amp response using defined culture conditions no significant difference was found between the two phenotypes on basal c amp values with the exception of one cell line cf strains had to increased c amp content this difference is highly significant p this statistically significant difference in response can neither be attributed to differences in dose or time response curves nor to differential c amp escape into culture medium since cf cells synthesize more c amp than controls only in response to isoproterenol but not to prostaglandin e the alteration which might be responsible for the observed phenomenon is probably located proximal of the adenylate cyclase at the cells border between intra and extracellular space
1158;this paper presents preliminary results from metabolic balance studies of iron zinc and manganese absorption and retention in children with cystic fibrosis and shwachman s syndrome malabsorption of zinc iron and manganese in exocrine pancreatic insufficiency has been demonstrated by these early studies a possible relationship between this and the associated features of cf has been briefly discussed and indicates areas for further research if such relationships are established then some form of trace element supplementation should be considered
1159;we have investigated two aspects of prostaglandin function in cystic fibrosis the response of platelets to pge and the concentrations of pge and pge alpha in the sweat low concentrations of pge have less effect on platelet agglutination in cf patients and heterozygotes than in normals but no difference is observed when high pg concentrations are used sweat pge and pge alpha concentrations are similar in normals cf patients and heterozygotes but sweat pge concentrations are proportional to na cl levels in cf but not in control children or heterozygotes
1160;recently one of us suggested a new hypothesis concerning the basic defect of cystic fibrosis the purpose of the present paper is to review this model and to critically discuss its eventual diagnostic applications with extensive studies we collected experimental data which contribute five major arguments in favour of the proposition that cf may be an enzyme recognition site mutant with fibroblast cultures the three genotypes can be separated in the following way cf homozygote leaky for alkaline phosphatase a p and lysosomal hydrolases a p is tamm horsfall glycoprotein thp inducible cf heterozygote leaky for a p and lysosomal hydrolases a p is not thp inducible normal control not leaky for a p and lysosomal enzymes a p is not thp inducible with the exception of a second double blind study the thp induction as well as the leakage analysis seem to be statistically unequivocal they strongly support our hypothesis concerning the basic defect in cf
1161;studies are presented on the serum level of several acid glycosidases in normal and cystic fibrosis subjects levels of alpha glucosidase found in serum from cf patients were significantly higher than from normals and heterozygotes the increase in alpha glucosidase was directly related to the clinical gravity of the disease levels of all other glycosidases studied in cf patients were in the normal range
1162;in recent years several workers have reported that a single hour postprandial total serum bile acid tsba concentration in a variety of liver disease states is a more sensitive index of deranged liver function than are the conventional serum liver function tests this observation seemed to us to provide a challenging situation for the assessment of tsba concentrations in cystic fibrosis the distribution of results for the cf patients mean tsba concentration micromol l and for the age matched controls mean concentration micromol l shows a wider range for the cf group statistical analysis however of these two groups shows no significant difference between them many factors affect both the size and distribution of the bile acid pool in cf and a consideration of these factors may go some way towards explaining the rather unspectacular tsba results
1163;we decided to survey a geographically defined population of cystic fibrosis patients and parents living in avon county england by examining the obligate heterozygotes the parents we would be able to assess the influence of the cf gene without the presence of the disease there is an increase in immediate hypersensitivity to a fumigatus in cf patients but not their parents this increased sensitivity is probably ige mediated and a secondary effect of lung damage there is no evidence that the cf gene produces a generalised increase in skin reactivity atopy serum ige or serum igg in the heterozygotes they are not therefore likely to develop asthma
1164;in our efforts to standardize the evaluation of bronchial reactivity we performed investigations into the threshold dosage of acetylcholine induced bronchospasm in patients with various recurrent and chronic bronchopulmonary diseases a significantly decreased threshold value of acetylcholine and thus an increased bronchial reactivity could be proven in patients with cystic fibrosis in comparison with healthy children the cause of bronchial hyperreactivity in patients with cf may be due to proteases deriving from leucocytes of the purulent sputum furthermore we investigated the influence of terbutaline on the bronchial obstruction induced by acetylcholine in patients with bronchial asthma and cystic fibrosis the groups were comparable especially with regard to the degree of the initial bronchial obstruction
1165;the aim of the present study is to reassess the peripheral pattern of thyroid function in subjects with cystic fibrosis with special reference to their responsiveness to thyrotropin releasing hormone trh stimulation in all the cf patients the basal levels of serum t t and tbg were within the normal range mean values in cf patients and in control children were not significantly different in cf patients there is no correlation between the tsh response area and the basal level of serum t or with grading according to shwachman and kulczycki we found no relation with therapy in basal conditions our data show a completely normal pattern of the serum concentration of t t tbg and tsh in subjects with cf in absence of iodide therapy thyroid status should be examined in patients with cf specially when they receive iodide therapy or other drugs which can enhance the impairment of thyroid function
1166;drift chance effect in a small community and consanguinity have resulted in south west africa s high cystic fibrosis incidence isolated communities generations ago in europe e g bad gastein where this congress was held surrounded by its alpine peaks could have resulted in gene enrichment which together with the increased fertility of the heterozygote could still be responsible for most of the cf seen wherever europeans live today
1167;an alternative method for assaying the cystic fibrosis factor could be on the electrophysiological responses of isolated living tissues the ability of the frog s gastric mucosa to secrete hydrochloric acid and maintain a negative potential difference is well known this potential difference across the secretory mucosa to the nutrient serosa side coupled with its property of transporting chloride and hydrogen ions against an electrochemical gradient could therefore serve as a useful model for investigating any induced changes in the presence of cf and non cf plasma from the results obtained the short circuit current and h secretion responses in the presence of cf whole plasma show significant increases compared to the control these findings show that in the presence of cf plasma whole or plasma fraction b there is a marked increase in the actively transported cl and h the effect of cf plasma in increasing net cl flux is important considering the elevation of this electrolyte in the sweat of cf patients and deserved further investigation
1168;elliott s works together with the previous works of several authors reporting low essential fatty acid concentrations in the serum lipids of patients with cystic fibrosis stimulated us to make a pilot study treating older cf patients with intralipid for year we found no side effects in treating older cf patients with intralipid for year on the other hand the objective benefit was very limited and today confusing i e only a slight but significant improvement in the renal sodium excretion after an oral sodium load was found the relevance of this is speculative
1169;patients with cystic fibrosis have a higher incidence of positive skin prick tests than normal this may be the result of defective antigen handling at mucosal surfaces our aim was to investigate bronchial allergy in a group of children with cf and positive skin tests we studied children aged to years with mild to moderate respiratory disease only child gave a history of wheezing not associated with chest infections and this study supports the hypothesis that clinical asthma is a product of bronchial allergy and broncholability the responses to bronchial provocation with aspergillus suggest that allergy to this antigen may play a part in the pathogenesis of lung disease in some patients with cf
1170;we focused our study on concentration of immunoglobulins lysozyme lactoferrin some antiproteolytic fractions and acute phase proteins in bronchial secretion of children with various pulmonary diseases especially with cystic fibrosis secretory iga is decreased in all studied groups of patients having chronic or recurrent infections of the respiratory tract when compared to the group of healthy children groups which were characterized by the infection of the lower part of the respiratory tract had increased lysozyme level the results obtained in the group of cf children are similar to those obtained in groups with bronchiectasis and chronic bronchitis which suggests that the observed differences are characteristic for chronic infection rather than for cf although in cf as well as in bronchiectasis massive bacterial infection results in increased concentration of immunoglobulins antiproteolytic fractions and acute phase proteins the results seen in both groups are somewhat different these differences may indicate some difference in the reactivity to infection of the respiratory tract in cf in comparison to patients with bronchiectasis it seems conceivable that among children with cf who have very low s iga chronic respiratory tract infections occur earlier and igg response to permanent exposition to variety of antigens is less vigorous the presented results raise also a possibility that the bacterial infection in cf does not stimulate defence mechanisms to the same extent as in bronchiectasis
1171;this study examined whether biologic activation of c with subsequent pulmonary inflammation takes place in the lungs of patients with cystic fibrosis plasma complement c levels were all normal eleven of the patients with the c split product c c were from the group of patients suffering from chronic infection with mucoid strains of pseudomonas aeruginosa and were from the group of cf patients without p aeruginosa infection this difference was significant p a comparison of albumin ratios between the patients with the c split product c c and the remaining other patients showed a significant higher ratio in the former group p on an average versus per cent the significantly higher albumin ratio demonstrated in the patients with c c in their sputum sol phase supports the concept of complement induced inflammation with subsequent transudation of plasma proteins in these patients this study thus shows that complement mediated inflammatory reactions may play an important role in the pathogenesis of pulmonary tissue damage in patients with cf even when the plasma c levels are normal and it supports the concept of chronic p aeruginosa lung infection as an immune complex disease in cf patients
1172;to study the parotid gland function in children with cystic fibrosis we investigated parotid saliva specimens of such patients we compared the results with a control group of healthy children of the same age and sex furthermore children with bronchial asthma and chronic bronchitis were examined the flow rate of the parotid and the protein output without stimulation were nearly the same for the four groups in patients with cf the protein output after stimulation was significantly lower an increased level of sodium was observed in the stimulated secretion and the unstimulated saliva as well in cf children we found a significant higher output of sodium in both stimulated parotid saliva and unstimulated parotid saliva the igg output of the gland after stimulation was found to be slightly reduced in patients with cf in comparison to healthy children the output of the gland for iga after stimulation was observed to be strongly reduced for the group with cf and for the group with bronchial asthma the decreased output of the gland for secretory iga after stimulation was demonstrated again in cf and in bronchial asthma in comparison with healthy persons the increased sodium concentration in parotid saliva may be caused in a similar way as the electrolyte abnormality of sweat in cf patients namely by a decreased net reabsorption of sodium due to the result of an increased electrolyte output and decreased immunoglobulin output of parotid gland we can suppose that the molecular magnitude plays its role in this disturbance
1173;wallwork and co workers have proposed that increased absorption of antigens takes place across the mucosal membranes of the gut and respiratory tract possibly due to a transient defect in the production of secretory iga as a consequence of this hypothesis one would expect cystic fibrosis patients to produce a pronounced antibody response against the intestinal bacterial flora the present work was therefore carried out to investigate the antibody response in cf patients and in normal persons against escherichia coli and bacteroides fragilis which are present in the gut in large numbers and against the respiratory pathogen p aeruginosa a significantly higher prevalence of precipitins against each of the bacterial species was found in cf patients compared to normal persons and the prevalence of precipitins against each of these bacteria increased significantly with age as regards p aeruginosa precipitins the prevalence and number was significantly higher in cf patients who have subsequently succumbed compared to cf patients who are still alive such a correlation between the antibody response and the prognosis of the patients was not found as regards e coli or b fragilis considering the hypothesis of wallwork and co workers concerning increased absorption of antigens from the gut it seems more attractive to suppose that increased absorption of antigens from the gut flora occurs predominantly in cf patients with p aeruginosa lung infection with a pronounced antibody response against p aeruginosa
1174;in an year period a programme of screening for cystic fibrosis has been conducted over an extensive part of wales the screening method used is based on the detection of a high level of albumen greater than mg in the meconium during the course of the investigations several different tests have been used because of the high incidence of false negative results the detection of protein in meconium is not an ideal screening test but is the most satisfactory presently available in the newborn period because of its relative simplicity low cost absence of direct involvement of the parent or patient and a high yield of positive cases its use on a wider scale may be justified
1175;several reports have indicated the presence of abnormally high amounts of sulphate in the mucous glands of patients with cystic fibrosis bearing these facts in mind we suspected that abnormal over sulphated and strongly anionic glycoproteins might be involved in the pathogenesis of cf the present study was carried out to determine whether sulphated blood group substances occur in normal pancreatic tissue the distribution of sulphate over the exocrine part of pancreas does coincide with the distribution of blood group substance previously observed by fluorescent microscopy we therefore find it very likely that the sulphate and blood group substance are associated with the same glycoprotein molecule since blood group substance has been demonstrated in many secretions in man and since high amounts of sulphate have been found in the mucous glands in cf such a mechanism is possible in many locations and may thus offer an explanation for the multiorgan involvement in cf
1176;recently antonowicz et al proposed a simple test for cystic fibrosis that could be used to verify the boehringer mannheim meconium test result and thus reduce the false positive incidence the test is based on the detection of lactase activity in meconium the lactase test may be of some value as a confirmatory test when used with the bm mec test although its specificity in this study was not as good as previously reported
1177;usually cardiac affection in cystic fibrosis is secondary to progressive affection of the lungs cor pulmonale in rare cases babies and young children show a primary and severe cardiac affection caused by myocardial fibrosis we could recently observe two of these cases in our clinic the cases are presented and discussed in babies and young children cardiac insufficiency caused by cardiomyopathy might be the first presenting symptom in cf therefore in all children with cardiomyopathy of unknown origin cf has to be suspected and the sweat test has to be performed rapidly progressive cardiac insufficiency responding poorly to treatment and rhythm disturbances are typical correct early diagnosis is important for early genetic counseling
1178;meconium specimens from more than normal and premature and from cystic fibrosis newborns were analyzed for their level of several glycosidases considerable scatter of activities were found in all three groups studied and no evidence for any relation of such scatter with the blood group specific a b ab h substances was found alpha glucosidase an acid glycosidase found elevated in cf serum and fibroblasts was elevated in all cf meconium extracts including that which had a very low albumin content
1179;individually and collectively opinion is expressed that antibiotics are among the most frequently prescribed drugs in united states probably also in many other countries while it is adopted by many that the increased longevity of cystic fibrosis patients is strongly related to antibiotic usage this has never been documented adequately the principles which we try to follow while using antibiotics in cf patients are outlined
